FirstName,LastName,Position,FinalRating,Acc,Speed,Power,Accuracy,Penalty,ShortPass,LongPass,Agility,Control,Strength,Stealing
Lorenzo,Hwang,Defender,76.778,87,67,84,40,90,66,68,85,68,86,70
Reid,Walters,Forward,71.859,52,65,59,99,69,56,88,71,71,70,74
Allan,Arreola,Defender,68.535,63,55,92,58,76,50,68,45,76,99,67
Lyle,Witte,Defender,74.651,97,42,96,84,60,79,83,91,65,35,63
Kirk,Gale,Defender,63.482,50,69,41,57,70,69,62,59,59,76,99
Johnson,Winn,Forward,69.465,44,73,70,85,68,65,60,84,62,72,73
Dillion,Stoddard,Forward,68.003,61,55,89,59,81,88,77,59,70,47,59
Conrad,Estep,Midfield,78.773,76,99,52,96,77,64,80,65,86,69,62
Aric,Mize,Midfield,63.349,68,61,72,58,63,61,74,38,55,99,61
Tanner,Holliday,Midfield,58.296,24,74,99,87,49,56,81,47,64,44,47
Jessie,Chu,Midfield,79.571,77,67,74,99,73,67,82,53,82,84,74
Aldo,Aaron,Midfield,73.853,65,74,55,77,68,65,71,61,61,93,99
Elliott,Sorenson,Defender,66.673,42,67,85,56,67,81,77,93,66,40,61
Tavion,Chaney,Goaltender,70.529,72,76,61,75,94,65,78,71,44,63,65
Kurtis,Borden,Defender,68.668,47,84,67,82,80,56,54,54,70,86,70
Jamari,Nicholas,Midfield,61.355,45,62,63,78,99,61,74,50,47,68,48
Colin,Cote,Midfield,69.997,63,94,87,56,66,77,95,58,70,43,51
Marques,Sharpe,Forward,71.992,52,85,73,63,75,60,94,69,80,76,48
Frederick,Bearden,Forward,71.992,48,54,85,62,75,54,92,78,70,78,79
Ruben,Rosen,Goaltender,66.673,79,61,85,77,71,64,59,64,66,70,39
Morris,Tafoya,Forward,58.296,86,88,49,63,84,36,72,66,45,35,48
Chandler,Keefe,Defender,69.731,48,77,46,88,60,48,91,71,88,89,52
Bryce,Boone,Midfield,73.587,75,76,64,68,68,72,66,75,74,81,68
Alexandre,Schulz,Forward,77.576,77,83,70,68,86,65,68,71,95,69,65
Immanuel,Valentine,Goaltender,63.482,96,94,70,65,66,37,44,71,63,47,58
Skylar,Augustine,Defender,71.859,51,86,68,68,67,55,65,74,66,83,91
Karson,Soto,Defender,71.859,73,80,78,76,59,81,99,42,58,65,63
Humberto,Poirier,Forward,76.778,91,65,80,85,53,49,86,67,82,64,89
Shamar,Kuntz,Midfield,72.657,87,77,71,77,81,76,67,80,45,73,46
Alan,Redden,Midfield,58.163,54,57,58,78,71,76,47,69,64,36,61
Brenden,Keating,Defender,67.87,36,82,62,77,72,86,50,66,49,72,92
Jaiden,Fernandez,Midfield,77.842,79,91,88,64,77,75,71,59,84,71,60
Marques,Corrales,Forward,72.789,80,66,72,58,56,99,67,70,74,67,72
Eliezer,Witherspoon,Defender,62.152,45,64,75,56,83,59,76,61,55,58,69
Jason,Zepeda,Forward,68.136,57,60,87,94,97,47,81,61,49,47,66
Sammy,Eastman,Midfield,66.141,55,51,81,84,69,70,67,61,61,67,65
Infant,Corral,Defender,66.54,73,75,54,78,63,46,71,60,65,79,70
Tevin,Crockett,Defender,72.657,67,75,83,88,49,55,70,77,75,80,61
Dezmond,Sowers,Forward,70.529,78,52,57,90,85,79,72,75,70,72,34
Koby,Segura,Forward,61.222,50,41,87,78,71,69,42,88,49,49,70
Francesco,Buchanan,Forward,68.269,78,61,68,70,99,36,58,83,71,55,68
Emanuel,Reddick,Goaltender,61.089,55,49,68,88,60,84,74,60,64,57,34
Anderson,Holley,Forward,66.008,57,48,78,86,69,70,54,64,84,69,51
Adan,Bartlett,Forward,65.742,76,77,62,54,79,72,62,94,54,54,44
Zander,Magee,Forward,71.327,60,48,84,65,61,55,97,75,62,91,72
Sidney,Mayhew,Defender,65.609,63,65,72,64,83,85,72,64,41,39,79
Jared,Lazo,Defender,63.349,76,85,34,72,72,65,55,54,79,59,59
Connor,Dolan,Defender,75.715,87,82,84,57,53,78,80,65,74,70,73
Kole,Hurst,Defender,61.488,68,59,82,52,71,47,63,66,57,60,71
Trace,Castro,Goaltender,64.546,85,70,75,70,61,60,86,57,41,56,58
Morris,Burnette,Midfield,75.316,61,60,72,90,78,84,84,57,63,67,84
Jaylin,Carvalho,Midfield,76.645,81,85,70,60,84,68,63,50,82,87,80
Roman,Powers,Defender,54.307,59,43,56,45,30,55,86,59,50,62,97
Roger,Gandy,Forward,62.418,72,59,71,78,47,60,47,76,76,52,65
Juwan,Mojica,Forward,67.205,61,84,78,61,64,88,67,36,63,76,61
Xzavier,Clarke,Goaltender,69.997,50,56,65,59,82,81,70,70,71,74,82
Desmond,Morgan,Defender,66.673,80,63,77,60,75,51,59,62,59,83,66
Elvin,Yee,Midfield,67.338,65,83,65,64,70,55,63,72,56,62,85
Reid,Galvez,Midfield,75.05,75,72,84,77,62,80,58,69,52,80,89
Jaren,Saavedra,Midfield,67.338,79,84,58,65,54,69,99,47,48,67,70
Kamron,Stack,Forward,62.019,68,84,81,71,68,80,79,42,44,36,47
Isidro,Bell,Midfield,73.853,83,80,82,80,83,47,73,63,44,84,70
Demarco,Perea,Midfield,61.488,58,44,83,63,63,48,63,61,56,81,76
Vance,Kraus,Midfield,66.54,64,76,90,80,63,62,46,61,81,59,52
Theo,Tierney,Midfield,65.078,75,71,73,67,75,69,56,59,68,70,40
Antonio,Trujillo,Forward,70.529,67,72,77,89,86,63,72,37,87,56,58
Zaire,Travis,Goaltender,71.593,99,67,65,61,81,65,82,83,67,54,48
Eli,Pantoja,Goaltender,74.917,67,97,83,61,74,54,90,89,69,69,44
Baylor,Sisson,Midfield,64.413,67,76,78,80,77,64,64,52,63,35,62
Dylan,Parker,Defender,59.626,83,80,69,50,70,47,69,66,45,44,59
Declan,Ball,Midfield,55.504,42,43,36,47,88,51,75,58,51,99,61
Domenic,Schoen,Midfield,68.402,94,42,48,75,80,90,92,55,46,72,54
Gianni,Boone,Forward,72.391,68,50,66,71,76,65,89,68,70,72,83
Nelson,Foley,Midfield,58.429,75,74,85,58,56,79,62,43,48,41,52
Willis,Akin,Defender,70.13,69,85,55,89,79,72,86,66,71,47,42
Elisha,Pickard,Forward,75.316,57,51,87,86,82,69,84,66,68,76,74
Roberto,Hunt,Forward,57.765,52,77,52,80,43,55,84,64,49,55,57
Glenn,Tsai,Goaltender,62.019,44,78,81,46,72,76,44,86,49,70,54
Elvis,Jauregui,Forward,62.684,40,50,81,80,86,72,76,65,52,43,60
Jabari,Pollock,Forward,72.524,65,68,67,45,68,59,79,94,76,96,62
Sincere,Douglas,Midfield,70.662,63,73,86,41,68,58,88,90,55,66,77
Tylor,Reynoso,Midfield,68.269,70,69,69,40,64,67,67,67,76,85,73
Ishmael,Morrow,Midfield,52.446,56,52,53,69,40,26,79,29,77,75,72
Jalyn,Stephenson,Midfield,57.632,52,85,81,70,61,65,60,47,42,42,62
Isaak,Tafoya,Midfield,74.252,55,75,81,58,88,81,86,60,63,67,78
Nikolas,Conrad,Defender,71.992,80,66,54,67,68,62,90,83,58,63,84
Garett,Epps,Goaltender,61.488,54,52,57,70,83,57,73,80,59,68,43
Eliezer,Daniel,Forward,67.471,52,88,54,65,68,69,81,61,73,60,70
Jonas,Jewell,Defender,59.227,72,63,65,46,55,47,68,68,49,55,91
Thaddeus,Lujan,Goaltender,64.945,63,63,63,64,60,63,70,74,66,80,56
Brant,Amaro,Defender,73.587,62,85,66,77,69,71,76,64,88,67,62
Konner,Sweet,Forward,65.875,46,69,75,90,67,75,58,83,63,55,48
Brodie,Curtis,Midfield,58.296,51,68,66,64,54,48,81,67,75,56,42
Bennett,Lazo,Defender,74.385,56,98,73,78,60,83,52,85,85,61,62
Jaren,Long,Defender,68.003,73,62,92,93,68,52,56,55,85,53,56
Ismael,Horton,Forward,69.066,70,77,83,77,51,49,63,73,70,55,85
Lukas,Hoang,Midfield,71.061,38,68,77,71,78,70,79,53,53,94,87
Tony,Harman,Defender,69.465,80,80,82,80,54,71,47,59,68,56,79
Jeremy,Rector,Defender,63.083,71,74,53,68,44,53,63,47,80,79,76
Blaine,East,Midfield,74.252,71,74,76,83,85,96,59,67,52,59,70
Roman,Douglas,Forward,71.061,55,99,64,57,63,82,48,56,93,52,99
Steve,Larson,Forward,67.87,75,48,75,71,67,65,63,52,87,73,68
Waylon,Cooke,Goaltender,82.23,77,88,74,88,55,59,87,69,78,84,93
Britton,Denny,Midfield,73.72,75,76,64,73,84,54,99,87,90,39,47
Steve,Bryson,Midfield,71.593,87,74,55,71,66,77,76,58,91,54,63
Byron,Barger,Midfield,72.789,81,76,57,56,83,82,68,90,75,46,67
Jacoby,Arevalo,Goaltender,74.784,60,68,61,78,78,83,86,79,59,45,99
Corey,York,Defender,68.934,73,69,77,34,53,78,85,67,49,73,94
Mariano,Melendez,Midfield,66.673,63,77,85,48,94,68,59,51,85,51,54
Demetrius,Burleson,Forward,68.136,57,82,71,69,60,76,72,52,81,68,58
Toby,Molina,Defender,74.651,97,60,92,77,78,71,95,54,68,57,46
Hans,Pagan,Forward,82.762,71,89,73,68,70,97,99,58,72,70,89
Brent,Bobo,Midfield,58.163,44,71,44,65,73,67,60,57,60,63,67
Ayden,Crosby,Forward,69.465,51,57,65,78,99,74,70,72,59,50,81
Isaak,Munn,Midfield,60.557,63,63,76,55,92,57,68,69,66,38,42
Dakota,Jerome,Goaltender,72.524,86,71,91,99,56,62,48,55,99,47,65
Jeremy,Bray,Defender,72.789,68,62,82,41,79,91,94,56,73,70,65
Jace,McDonnell,Midfield,77.443,95,77,75,85,85,68,61,62,96,59,53
Marcos,Pollock,Defender,63.615,40,74,49,48,55,72,73,65,73,79,84
Kade,Dove,Goaltender,54.307,62,64,52,43,65,89,56,51,51,59,50
Ulises,Toth,Forward,74.651,87,81,70,76,65,92,99,61,37,74,53
Tariq,Logsdon,Midfield,72.524,84,65,62,87,81,58,79,82,57,53,71
Trevion,Cutler,Goaltender,66.274,74,69,88,81,39,88,61,78,66,52,36
Dale,Key,Midfield,73.188,44,81,28,77,59,72,73,81,73,97,99
Elmer,Amaro,Defender,79.039,94,83,86,74,67,73,79,75,74,56,67
Kody,Mckinley,Midfield,74.119,39,60,82,99,97,68,62,64,61,89,70
Frederick,Bragg,Forward,63.216,48,76,54,50,65,69,59,59,76,87,66
Mikael,Carlton,Forward,69.465,60,62,82,61,65,77,62,99,72,58,58
Deion,Razo,Forward,57.366,45,49,45,86,67,52,48,82,56,70,65
Asher,Gagnon,Forward,58.163,79,67,76,59,46,49,65,57,42,73,58
Bradford,Morgan,Defender,60.158,67,48,57,68,57,70,53,59,72,82,53
Davis,Bowser,Forward,73.72,78,75,67,88,69,84,87,60,42,61,77
Pierre,Stephenson,Defender,55.504,41,67,87,58,36,70,54,53,59,70,56
Gerald,Causey,Goaltender,67.737,66,76,81,63,80,64,71,41,55,78,68
Devontae,Callahan,Defender,66.806,97,89,65,68,66,59,46,54,74,75,43
Herman,Muir,Defender,72.657,69,64,84,49,88,86,72,64,70,72,62
Oscar,Dickens,Midfield,53.111,82,37,29,50,79,38,49,63,50,85,71
Jamari,Leonard,Forward,72.789,59,78,73,80,68,78,63,91,79,62,50
Lawson,Latham,Forward,65.742,39,61,54,76,67,46,68,62,85,99,71
Jade,Castro,Defender,67.87,67,88,72,66,79,57,73,85,52,49,56
Marcel,Paul,Midfield,64.679,63,56,51,69,76,72,66,62,72,72,61
Tucker,Devore,Defender,76.114,59,77,67,77,85,97,53,51,58,88,94
Floyd,Puente,Goaltender,59.094,55,81,67,54,86,65,51,47,44,80,48
Obed,Hurst,Defender,66.274,78,67,76,75,50,70,77,75,64,54,46
Travion,Clemens,Defender,77.044,93,91,65,69,99,58,61,82,87,44,64
Rowan,Mullins,Forward,65.343,56,70,54,41,58,75,74,44,83,99,71
Alvin,Westbrook,Defender,65.742,62,99,81,57,54,58,77,50,57,64,69
Christian,Stanley,Defender,70.662,86,57,79,58,80,54,60,62,56,92,81
Caleb,Baer,Midfield,80.501,50,77,67,80,74,80,99,75,95,75,67
Emmett,Lujan,Forward,73.587,82,52,46,58,83,82,70,73,76,66,99
Dominic,Reinhardt,Midfield,73.188,80,64,99,87,60,73,46,65,48,70,92
Harley,Crews,Defender,66.673,86,67,77,67,53,67,62,60,58,76,62
Porter,Kirby,Goaltender,77.177,76,64,80,99,66,96,88,51,66,68,60
Koby,Morgan,Goaltender,60.158,64,54,54,44,58,48,60,88,57,60,99
Tucker,Fagan,Forward,56.036,51,65,77,40,87,79,67,44,68,52,25
Mackenzie,Plummer,Defender,74.518,68,78,88,70,67,75,77,72,87,63,49
Alfred,Calloway,Forward,80.368,61,71,66,98,88,85,99,77,69,57,67
Genaro,London,Defender,66.407,59,54,99,58,63,76,87,70,47,67,53
Forrest,Freed,Forward,65.609,77,87,49,73,60,47,79,60,46,74,75
Tanner,Morse,Defender,61.222,55,68,84,61,52,76,49,62,55,46,86
Jevon,Gresham,Forward,65.476,50,61,77,68,60,77,88,68,69,63,45
Alexis,Richards,Midfield,71.327,75,83,96,66,53,80,77,52,46,69,73
Jamel,Spann,Forward,73.188,99,74,62,72,83,58,88,44,58,79,67
Xavier,Leon,Forward,72.657,58,99,90,67,50,85,98,66,41,65,61
Infant,Moffett,Forward,76.645,41,85,58,91,73,68,86,60,87,75,86
Jelani,Arreola,Goaltender,71.194,70,77,77,81,60,99,89,38,58,70,50
Brian,Perez,Defender,69.465,99,76,50,65,74,72,54,67,70,64,65
Carlos,Koehn,Midfield,76.778,70,55,74,90,64,94,61,70,76,73,84
Kristopher,Cormier,Defender,62.95,72,66,69,31,77,55,61,31,62,99,84
Ameer,Pak,Forward,81.831,83,80,82,72,47,98,92,58,75,97,65
Leighton,Doughty,Forward,66.54,60,58,42,73,68,76,76,76,71,47,87
Harry,Reeder,Forward,67.604,70,77,86,44,70,59,58,64,72,64,78
Kalob,Herzog,Midfield,62.285,72,47,85,61,81,47,70,72,65,45,57
Beau,McClellan,Goaltender,74.917,64,48,85,72,75,94,84,82,76,57,60
Darion,Dodds,Forward,67.471,51,52,56,74,83,79,83,70,63,66,64
Benny,Rico,Defender,73.454,73,85,94,90,94,81,50,64,61,49,45
Preston,Turner,Defender,72.657,73,51,58,65,71,88,86,71,78,63,76
Daylon,Arevalo,Forward,77.31,87,82,83,83,72,76,62,49,84,57,80
Milan,Newcomb,Midfield,63.881,86,48,46,84,61,70,87,75,58,47,52
Seamus,Burch,Midfield,65.211,51,77,62,42,52,57,78,62,66,94,83
Nelson,Logsdon,Defender,66.939,35,66,71,73,70,69,62,58,64,85,84
Quentin,Chang,Midfield,66.673,49,64,77,66,54,80,57,71,83,69,65
Israel,Limon,Forward,57.499,49,64,61,63,61,65,96,47,75,39,46
Ezra,Heller,Forward,55.637,29,79,57,53,51,62,45,66,55,88,67
Spencer,Cardona,Forward,72.258,80,77,60,82,69,86,57,54,75,68,69
Justus,Cummings,Midfield,64.147,65,84,64,68,60,57,81,50,63,57,67
Kai,Dunne,Forward,66.806,56,58,62,62,73,69,55,71,93,70,67
Leonardo,Bird,Forward,65.609,77,76,56,93,39,60,78,36,73,75,64
Chase,Castellanos,Goaltender,70.13,78,77,74,56,58,81,77,67,66,69,58
Skyler,Schulze,Midfield,65.211,60,45,63,64,87,39,63,95,71,63,74
Leif,Minor,Midfield,57.366,66,71,46,70,51,53,74,53,48,60,73
Dakota,Meeks,Midfield,62.019,55,59,73,53,38,71,77,71,58,65,80
Micah,Escamilla,Goaltender,64.413,59,77,62,46,66,40,69,79,56,86,78
Julius,Smalley,Forward,72.125,75,55,71,76,93,82,88,55,39,60,82
Lonnie,Cao,Goaltender,74.784,58,84,62,82,94,67,76,80,77,64,52
Jamari,Huang,Forward,66.54,63,66,76,96,79,61,55,64,53,69,52
Ezra,Liang,Defender,62.019,66,79,66,58,77,38,77,73,37,60,69
Cruz,Estep,Forward,74.784,58,63,86,99,64,94,76,52,94,60,50
Santana,Honeycutt,Midfield,67.471,67,85,60,66,70,94,66,55,72,67,39
Kenyon,Hamm,Forward,73.055,59,65,82,81,61,85,72,80,44,82,72
Francisco,Devlin,Forward,72.125,62,64,73,83,68,26,95,76,81,74,74
Conrad,Merchant,Defender,65.875,60,54,84,84,70,63,70,58,70,54,62
Christopher,Gannon,Midfield,66.274,63,85,66,59,75,50,69,54,44,95,72
Justus,Schilling,Forward,77.31,58,99,92,75,53,95,67,69,68,73,66
Cooper,Schulte,Defender,70.795,63,71,51,84,75,96,70,73,65,54,64
Rahul,Bartlett,Goaltender,78.374,82,84,75,86,47,73,84,72,63,87,70
Jaylen,Pierson,Midfield,64.014,68,70,91,56,74,46,77,56,58,70,49
James,Arthur,Defender,64.147,76,70,75,57,73,44,90,64,56,52,59
Brett,Garcia,Midfield,69.465,77,74,55,87,59,91,60,68,72,52,61
Trever,Poirier,Defender,72.789,78,69,56,77,95,83,62,82,66,76,37
Trenton,Lumpkin,Midfield,70.795,86,68,75,61,57,88,64,92,45,73,57
Luc,East,Midfield,59.094,56,78,43,54,71,75,60,48,79,59,55
Kaleb,Devine,Defender,84.091,66,86,90,99,91,76,98,56,78,60,66
Jarrett,Carr,Goaltender,68.136,73,37,78,99,54,64,69,75,80,60,57
Devin,Gage,Midfield,77.576,80,79,72,73,67,80,78,56,98,62,72
Osvaldo,Royal,Defender,70.13,71,35,81,67,90,67,73,70,77,70,60
Lionel,Dodson,Midfield,70.396,61,80,90,73,99,54,87,62,65,34,58
Wilfredo,Ng,Defender,61.089,46,54,63,74,71,64,69,62,58,68,64
Cullen,Smalley,Midfield,83.028,73,86,58,83,80,99,99,94,81,48,57
Khalid,Chance,Defender,64.147,99,66,67,52,80,57,69,55,54,51,66
Jayce,Ledford,Forward,67.205,55,76,60,65,68,35,85,56,73,82,84
Zackery,Houck,Defender,69.997,98,74,82,72,77,63,61,65,68,57,43
Irving,Schulz,Defender,59.892,57,79,53,65,70,69,45,75,58,54,59
Kenyon,Meier,Forward,72.125,86,74,80,83,56,75,74,50,70,59,69
Demond,Woodruff,Forward,67.737,67,51,64,63,70,95,91,65,68,60,49
Dakotah,Foltz,Defender,63.881,60,55,81,62,71,48,78,71,63,61,64
Dwayne,Puente,Midfield,71.46,94,63,82,73,62,56,69,58,77,63,74
Marco,Coyle,Defender,71.593,56,59,74,68,81,68,72,48,74,85,87
Cristopher,Luong,Midfield,64.945,68,56,67,80,69,62,71,48,75,84,42
Tomas,Varela,Forward,59.892,81,51,46,72,89,58,54,64,62,42,65
Baylor,Darnell,Goaltender,66.806,83,69,69,84,71,83,60,63,41,65,48
Deondre,Lipscomb,Forward,67.338,62,57,61,61,74,74,75,77,72,56,71
Sidney,Buchanan,Forward,67.87,63,64,79,78,58,68,56,71,71,65,71
Tavian,Carrier,Defender,71.061,72,71,68,58,79,79,65,66,64,69,77
Keagan,Roberson,Defender,50.186,70,47,46,57,49,28,78,65,55,42,74
Fidel,Crook,Defender,70.662,73,76,31,98,65,71,94,70,74,50,63
Dyllan,Mehta,Midfield,71.859,73,73,75,87,48,62,82,85,87,43,59
Paul,Crosby,Midfield,75.316,78,60,91,60,99,70,71,88,86,50,47
Caden,Littlefield,Midfield,76.911,61,67,82,64,82,80,72,86,86,65,67
Gilberto,Curran,Forward,79.97,83,72,69,87,91,69,91,63,99,54,57
Abner,Ellis,Midfield,69.997,76,71,73,52,66,94,81,65,43,79,60
Kennedy,Carmichael,Forward,69.199,75,73,99,74,68,61,47,78,69,66,44
Beau,Kitchens,Midfield,69.598,89,69,61,87,91,55,78,69,68,48,42
Jerry,Guzman,Midfield,71.992,63,61,78,60,53,88,66,68,69,94,75
Jamal,Merritt,Defender,57.499,60,58,70,58,36,54,89,73,65,57,46
Alexander,Coates,Defender,82.629,78,75,68,72,73,92,89,85,83,73,67
Ira,Burks,Forward,73.986,71,60,82,80,54,99,66,88,81,70,39
Keelan,Joyner,Forward,56.302,71,76,68,50,41,48,68,68,64,52,51
Jaiden,Adame,Midfield,63.748,47,72,79,83,57,52,65,36,71,78,73
Daniel,Cross,Midfield,72.391,66,67,90,79,77,85,67,51,60,70,66
Randolph,Morgan,Midfield,65.476,51,53,69,89,66,79,75,67,59,57,61
Donavon,Feeney,Midfield,85.022,74,72,83,76,84,81,66,84,67,87,99
Blaise,Luce,Goaltender,76.512,53,90,99,83,63,83,73,64,57,68,76
Jaquez,Ferguson,Goaltender,69.332,56,56,78,64,63,56,85,85,50,92,70
Bradley,Jung,Defender,71.593,82,80,64,91,77,53,50,70,72,66,67
Keenan,Deal,Defender,73.055,87,63,79,84,64,72,70,63,73,60,68
Eliezer,Ridgeway,Defender,72.258,93,89,71,65,72,64,76,65,65,63,54
Easton,Sizemore,Forward,69.598,77,71,55,77,83,88,46,54,59,83,64
Will,Louis,Defender,62.551,71,44,78,67,71,63,42,51,55,97,65
Ammon,Coughlin,Defender,68.801,89,50,58,65,61,66,88,34,59,99,82
Ricardo,Timmons,Defender,73.853,83,71,58,77,51,84,62,90,99,60,54
Griffin,Latham,Midfield,66.141,77,64,53,75,42,71,69,53,51,90,86
Giovanny,Loomis,Forward,64.812,54,55,72,61,36,78,72,68,54,91,80
Axel,Yanez,Midfield,70.795,54,72,78,78,59,73,60,81,77,70,64
Esteban,Kuntz,Defender,67.737,76,71,88,64,99,74,62,53,34,56,66
Coleton,Lord,Midfield,68.003,62,66,71,62,91,72,74,65,63,52,67
Miguel,Hiatt,Defender,75.582,82,68,89,86,87,68,61,64,80,65,52
Bruno,Esposito,Midfield,66.141,56,53,65,62,69,46,70,84,69,76,81
Raven,Woodruff,Goaltender,62.817,66,75,75,70,66,68,59,67,60,44,56
Julian,Limon,Midfield,56.169,54,43,78,75,47,65,56,47,59,50,82
Keyshawn,Akin,Midfield,68.934,59,50,84,62,67,99,75,84,58,64,50
Luiz,Daniels,Defender,73.321,71,74,64,64,74,74,58,46,72,95,93
Adrian,Holman,Midfield,63.349,61,88,74,72,63,88,34,63,47,73,47
Matteo,Drury,Goaltender,76.911,71,66,69,56,99,75,79,73,60,89,75
Neo,Barbour,Forward,60.956,73,59,69,61,66,37,56,80,58,62,71
Everett,Stoddard,Midfield,58.695,55,69,45,36,69,78,62,50,46,89,76
Corey,London,Goaltender,63.349,53,69,73,60,70,66,78,43,53,73,72
Porter,Wylie,Forward,66.008,59,64,71,80,65,46,71,76,71,70,57
Joan,Vigil,Forward,60.557,64,56,55,65,79,75,63,91,34,49,58
Cecil,Thorne,Defender,59.493,70,82,61,65,44,52,79,52,52,60,64
Victor,Morse,Forward,67.471,56,74,87,60,46,67,73,55,66,86,71
Anton,Robinson,Defender,62.152,74,65,99,56,88,53,45,51,70,55,45
Gaige,Osborne,Defender,70.263,65,53,72,79,44,78,78,91,60,87,55
Sean,Hope,Forward,64.679,56,65,49,65,36,77,76,67,53,99,77
Maximiliano,Houghton,Midfield,74.119,82,89,77,72,65,84,66,73,67,62,54
Zane,Hallman,Defender,74.784,83,79,99,99,67,76,73,52,70,61,37
Samuel,Lofton,Midfield,62.285,45,61,53,55,85,73,53,60,70,87,60
Emiliano,Valenzuela,Defender,65.343,51,63,61,81,84,81,60,36,86,60,62
Thaddeus,Rico,Goaltender,64.28,56,65,36,79,82,88,66,99,32,64,50
Eric,Calderon,Forward,56.435,50,60,71,53,63,72,63,54,60,59,53
Javon,Banuelos,Defender,65.875,64,74,50,76,54,99,64,43,71,67,67
Ivan,Oakley,Defender,62.019,60,83,39,55,53,76,46,72,67,66,83
Roderick,Simonson,Forward,70.263,37,68,60,60,82,79,69,63,92,75,77
Demond,Harmon,Midfield,64.812,73,49,63,41,70,68,74,52,76,68,87
Bruce,Prater,Goaltender,69.598,79,61,72,61,94,68,63,61,78,70,50
Mason,Tong,Forward,71.327,62,58,84,72,85,63,72,67,76,83,48
Devlin,Cardoza,Goaltender,65.476,67,51,67,86,61,63,58,69,76,66,62
Pierre,Cazares,Forward,71.194,57,84,65,58,72,77,58,73,71,55,99
Ean,Fahey,Forward,72.391,77,60,87,98,93,61,58,48,67,70,59
Varun,Bobo,Defender,65.875,57,60,70,99,71,60,76,61,54,61,60
Gerald,Delarosa,Midfield,69.332,71,62,88,70,74,40,71,70,66,73,70
Zackery,Munn,Midfield,68.668,75,65,71,68,61,83,89,44,72,64,58
Stewart,Schindler,Midfield,61.355,42,78,75,65,74,63,49,55,60,64,70
Devonta,Prince,Goaltender,77.443,62,61,88,81,91,66,81,85,75,53,73
Orlando,Valdes,Forward,73.454,73,46,69,62,97,66,67,63,64,91,88
Kody,Spence,Midfield,68.136,66,61,51,84,56,54,94,82,60,84,54
Alexandro,Daniel,Defender,63.748,85,45,87,75,60,55,58,43,71,59,75
Kellen,Baer,Forward,70.662,62,57,62,64,67,84,89,58,54,85,83
Tyrone,Benner,Midfield,65.343,51,65,68,76,54,94,69,68,61,69,50
Keshaun,Blair,Midfield,75.582,72,64,67,91,77,73,90,78,60,73,57
Baby,Stack,Midfield,71.859,94,80,85,80,46,75,82,57,45,61,69
Alexzander,McKay,Goaltender,65.875,67,75,68,69,66,81,54,61,77,65,46
Jovanny,Ostrander,Midfield,73.72,69,62,99,57,80,52,80,63,85,57,84
Santino,Crum,Midfield,71.726,64,62,82,99,60,78,78,66,62,54,68
Raymond,Kelso,Defender,67.205,65,94,61,73,64,60,85,36,74,63,64
Erick,Brewster,Forward,73.321,55,60,70,71,75,90,66,85,63,81,69
Syed,Haynes,Forward,68.136,62,69,76,56,59,69,99,45,53,69,89
Justin,Fredrickson,Midfield,69.199,57,36,93,62,81,63,72,63,56,95,76
Romeo,Holloway,Midfield,69.731,84,43,72,62,67,63,76,61,58,78,94
Reese,Gallant,Midfield,63.748,66,75,50,76,66,53,26,61,83,97,60
Dwayne,Turley,Defender,54.706,51,61,68,28,59,67,65,69,71,62,44
Felix,Stephens,Forward,59.227,74,36,80,69,55,34,64,58,67,63,79
Toby,Talbert,Midfield,70.396,92,77,88,52,73,56,74,70,61,56,64
Kirk,Sapp,Midfield,56.834,37,64,60,49,43,77,64,55,53,92,67
Kahlil,Townsend,Midfield,70.529,64,60,70,86,67,85,74,51,57,83,67
Julio,Straub,Goaltender,62.817,55,63,73,78,43,73,68,89,59,48,57
Dallas,Stock,Forward,75.449,69,77,83,61,91,57,93,56,65,92,57
Samir,Lipscomb,Midfield,68.402,64,85,52,84,78,65,68,61,56,68,67
Nikhil,Alford,Midfield,71.327,97,95,86,76,62,56,51,69,75,48,55
Jermaine,Cano,Forward,61.753,44,73,72,53,56,66,72,57,55,81,69
Rigoberto,Sharpe,Forward,80.634,87,69,79,78,85,66,82,67,84,80,63
Jamir,Bauer,Midfield,67.87,86,52,70,57,60,79,77,71,52,66,74
Rudy,Keating,Defender,79.305,58,84,60,97,91,66,84,75,96,60,59
Terence,Long,Midfield,71.194,64,66,62,62,82,60,85,75,69,77,67
Darien,Moffett,Defender,58.828,76,71,56,72,49,62,68,74,60,47,41
Angelo,Maloney,Defender,58.03,70,61,77,51,89,67,47,44,50,68,46
Bishop,Kraus,Midfield,69.731,56,74,70,61,78,49,71,79,70,69,81
Yusuf,Landis,Goaltender,62.152,81,84,41,59,81,47,52,58,57,82,59
Stefan,Trujillo,Goaltender,59.227,64,83,51,53,79,77,51,62,53,50,56
Cristian,Bauer,Midfield,67.737,59,80,97,59,60,42,71,58,80,77,60
Matteo,Deal,Goaltender,70.263,53,67,82,96,43,99,68,75,70,67,42
Varun,Potts,Forward,60.956,61,72,61,58,45,65,77,65,63,69,56
Damien,Lofton,Forward,69.598,52,75,55,74,58,91,52,78,52,99,71
Keven,Ulloa,Forward,76.512,77,57,62,75,89,70,99,70,82,64,64
Mathew,Henning,Midfield,70.795,99,86,89,74,34,56,88,71,62,59,48
Lawrence,Rutledge,Forward,67.471,78,72,61,60,73,78,75,49,66,74,55
